,Pa,D,D_true,REMSE,dist,sample,Pn
1,0.62,0.7657 ,0.5200 ,0.4645,beta,100,0.1
2,0.77,0.4901 ,0.5200 ,0.6661,beta,100,0.15
3,0.806,1.1527 ,0.5200 ,0.9698,beta,100,0.2
4,0.876,0.6543 ,0.5200 ,1.2128,beta,100,0.25
5,0.876,0.7701 ,0.5200 ,1.5982,beta,100,0.3
6,0.891,0.4701 ,0.5200 ,1.9577,beta,100,0.35
7,0.892,1.3763 ,0.5200 ,2.3103,beta,100,0.4
8,0.923,2.3419 ,0.5200 ,2.5195,beta,100,0.45
9,0.918,2.2198 ,0.5200 ,2.7537,beta,100,0.5
10,0.927,1.1818 ,0.5200 ,3.0314,beta,100,0.55
11,0.928,2.4358 ,0.5200 ,3.2492,beta,100,0.6
12,0.93,1.3040 ,0.5200 ,3.8545,beta,100,0.65
13,0.943,1.1079 ,0.5200 ,3.8297,beta,100,0.7
14,0.948,1.4718 ,0.5200 ,4.2378,beta,100,0.75
15,0.95,2.2347 ,0.5200 ,4.5793,beta,100,0.8
16,0.948,1.9286 ,0.5200 ,4.7709,beta,100,0.85
17,0.963,2.3837 ,0.5200 ,5.2487,beta,100,0.9
18,0.958,1.6447 ,0.5200 ,5.4808,beta,100,0.95
19,0.958,1.5621 ,0.5200 ,5.5356,beta,100,0.99
20,0.191,0.4975 ,0.5200 ,-0.0849,beta,1000,0.1
21,0.238,0.4484 ,0.5200 ,-0.0942,beta,1000,0.15
22,0.282,0.5294 ,0.5200 ,-0.0851,beta,1000,0.2
23,0.318,0.5028 ,0.5200 ,-0.0802,beta,1000,0.25
24,0.366,0.6874 ,0.5200 ,0.1375,beta,1000,0.3
25,0.384,0.5052 ,0.5200 ,0.1408,beta,1000,0.35
26,0.419,0.6182 ,0.5200 ,0.1364,beta,1000,0.4
27,0.436,0.5919 ,0.5200 ,0.1361,beta,1000,0.45
28,0.484,0.5905 ,0.5200 ,0.1365,beta,1000,0.5
29,0.536,0.5282 ,0.5200 ,-0.0803,beta,1000,0.55
30,0.6,0.5374 ,0.5200 ,0.0866,beta,1000,0.6
31,0.643,0.4603 ,0.5200 ,0.0998,beta,1000,0.65
32,0.664,0.5354 ,0.5200 ,0.1180,beta,1000,0.7
33,0.695,0.5250 ,0.5200 ,0.1372,beta,1000,0.75
34,0.752,0.4744 ,0.5200 ,0.1599,beta,1000,0.8
35,0.773,0.5546 ,0.5200 ,0.1783,beta,1000,0.85
36,0.799,0.6450 ,0.5200 ,0.2049,beta,1000,0.9
37,0.821,0.5291 ,0.5200 ,0.2301,beta,1000,0.95
38,0.844,0.6047 ,0.5200 ,0.2503,beta,1000,0.99
39,0.566,1.0487 ,0.5200 ,0.2710,beta,125,0.1
40,0.665,0.9345 ,0.5200 ,0.4369,beta,125,0.15
41,0.754,0.7562 ,0.5200 ,0.6614,beta,125,0.2
42,0.798,1.1076 ,0.5200 ,0.8364,beta,125,0.25
43,0.822,1.1140 ,0.5200 ,1.0177,beta,125,0.3
44,0.839,1.1643 ,0.5200 ,1.2191,beta,125,0.35
45,0.856,0.7406 ,0.5200 ,1.3799,beta,125,0.4
46,0.852,1.0720 ,0.5200 ,1.5311,beta,125,0.45
47,0.884,0.4621 ,0.5200 ,1.7465,beta,125,0.5
48,0.891,0.4023 ,0.5200 ,2.0713,beta,125,0.55
49,0.904,0.7174 ,0.5200 ,2.1002,beta,125,0.6
50,0.903,3.0527 ,0.5200 ,2.4062,beta,125,0.65
51,0.91,4.1423 ,0.5200 ,2.6572,beta,125,0.7
52,0.926,0.7035 ,0.5200 ,2.7218,beta,125,0.75
53,0.931,1.2036 ,0.5200 ,2.8372,beta,125,0.8
54,0.931,0.5743 ,0.5200 ,3.1825,beta,125,0.85
55,0.941,0.5475 ,0.5200 ,3.3987,beta,125,0.9
56,0.938,1.8515 ,0.5200 ,3.4586,beta,125,0.95
57,0.956,0.3265 ,0.5200 ,3.7093,beta,125,0.99
58,0.209,0.5732 ,0.5200 ,-0.0833,beta,1250,0.1
59,0.26,0.4911 ,0.5200 ,0.0807,beta,1250,0.15
60,0.291,0.5142 ,0.5200 ,0.0811,beta,1250,0.2
61,0.367,0.5168 ,0.5200 ,0.0832,beta,1250,0.25
62,0.435,0.5250 ,0.5200 ,-0.0695,beta,1250,0.3
63,0.436,0.4865 ,0.5200 ,-0.0736,beta,1250,0.35
64,0.51,0.5296 ,0.5200 ,-0.0742,beta,1250,0.4
65,0.504,0.5078 ,0.5200 ,0.1491,beta,1250,0.45
66,0.511,0.5347 ,0.5200 ,0.1473,beta,1250,0.5
67,0.594,0.7619 ,0.5200 ,0.1458,beta,1250,0.55
68,0.637,0.5220 ,0.5200 ,0.1484,beta,1250,0.6
69,0.653,0.6361 ,0.5200 ,0.1510,beta,1250,0.65
70,0.716,0.5862 ,0.5200 ,0.0853,beta,1250,0.7
71,0.745,0.5454 ,0.5200 ,0.1005,beta,1250,0.75
72,0.786,0.5154 ,0.5200 ,0.1244,beta,1250,0.8
73,0.81,0.7128 ,0.5200 ,0.1493,beta,1250,0.85
74,0.855,0.5231 ,0.5200 ,0.1734,beta,1250,0.9
75,0.853,0.5662 ,0.5200 ,0.1900,beta,1250,0.95
76,0.902,0.5281 ,0.5200 ,0.2305,beta,1250,0.99
77,0.444,0.4659 ,0.5200 ,-0.1977,beta,150,0.1
78,0.616,0.5240 ,0.5200 ,0.2966,beta,150,0.15
79,0.648,0.6097 ,0.5200 ,0.4105,beta,150,0.2
80,0.705,0.6966 ,0.5200 ,0.5208,beta,150,0.25
81,0.766,0.9000 ,0.5200 ,0.6507,beta,150,0.3
82,0.792,0.7818 ,0.5200 ,0.8331,beta,150,0.35
83,0.786,0.8795 ,0.5200 ,0.9061,beta,150,0.4
84,0.836,0.4893 ,0.5200 ,1.0555,beta,150,0.45
85,0.833,0.9420 ,0.5200 ,1.2205,beta,150,0.5
86,0.844,0.8785 ,0.5200 ,1.4200,beta,150,0.55
87,0.893,1.4430 ,0.5200 ,1.5192,beta,150,0.6
88,0.893,1.9652 ,0.5200 ,1.6927,beta,150,0.65
89,0.877,0.6279 ,0.5200 ,1.7625,beta,150,0.7
90,0.893,1.6049 ,0.5200 ,1.8097,beta,150,0.75
91,0.907,1.1300 ,0.5200 ,2.1204,beta,150,0.8
92,0.924,0.9192 ,0.5200 ,2.2661,beta,150,0.85
93,0.897,0.6988 ,0.5200 ,2.3941,beta,150,0.9
94,0.918,2.0243 ,0.5200 ,2.5560,beta,150,0.95
95,0.929,1.0608 ,0.5200 ,2.6899,beta,150,0.99
96,0.251,0.4913 ,0.5200 ,-0.0675,beta,1500,0.1
97,0.316,0.5377 ,0.5200 ,-0.0779,beta,1500,0.15
98,0.356,0.4606 ,0.5200 ,-0.0696,beta,1500,0.2
99,0.401,0.5160 ,0.5200 ,0.0847,beta,1500,0.25
100,0.438,0.5365 ,0.5200 ,0.0832,beta,1500,0.3
101,0.444,0.5875 ,0.5200 ,0.0810,beta,1500,0.35
102,0.522,0.4973 ,0.5200 ,-0.0660,beta,1500,0.4
103,0.578,0.4580 ,0.5200 ,-0.0650,beta,1500,0.45
104,0.592,0.4758 ,0.5200 ,0.0701,beta,1500,0.5
105,0.634,0.4934 ,0.5200 ,0.0768,beta,1500,0.55
106,0.653,0.6823 ,0.5200 ,0.1612,beta,1500,0.6
107,0.69,0.6037 ,0.5200 ,0.1582,beta,1500,0.65
108,0.738,0.6088 ,0.5200 ,0.1565,beta,1500,0.7
109,0.744,0.6174 ,0.5200 ,0.1564,beta,1500,0.75
110,0.819,0.6304 ,0.5200 ,0.0900,beta,1500,0.8
111,0.858,0.5553 ,0.5200 ,0.1122,beta,1500,0.85
112,0.877,0.5361 ,0.5200 ,0.1460,beta,1500,0.9
113,0.915,0.5270 ,0.5200 ,0.1927,beta,1500,0.95
114,0.931,0.6077 ,0.5200 ,0.2253,beta,1500,0.99
115,0.164,0.5193 ,0.5200 ,-0.0714,beta,1750,0.1
116,0.229,0.4975 ,0.5200 ,-0.0662,beta,1750,0.15
117,0.263,0.4989 ,0.5200 ,-0.0732,beta,1750,0.2
118,0.313,0.5202 ,0.5200 ,-0.0650,beta,1750,0.25
119,0.357,0.5021 ,0.5200 ,-0.0618,beta,1750,0.3
120,0.383,0.5519 ,0.5200 ,0.0860,beta,1750,0.35
121,0.42,0.5267 ,0.5200 ,0.0819,beta,1750,0.4
122,0.457,0.6573 ,0.5200 ,0.0871,beta,1750,0.45
123,0.493,0.5430 ,0.5200 ,0.0867,beta,1750,0.5
124,0.517,0.5593 ,0.5200 ,0.0619,beta,1750,0.55
125,0.582,0.4849 ,0.5200 ,0.0656,beta,1750,0.6
126,0.592,0.5128 ,0.5200 ,0.0795,beta,1750,0.65
127,0.63,0.5680 ,0.5200 ,0.1661,beta,1750,0.7
128,0.691,0.5022 ,0.5200 ,0.1588,beta,1750,0.75
129,0.722,0.5697 ,0.5200 ,0.1681,beta,1750,0.8
130,0.759,0.5859 ,0.5200 ,0.1601,beta,1750,0.85
131,0.847,0.5752 ,0.5200 ,0.1197,beta,1750,0.9
132,0.881,0.5314 ,0.5200 ,0.1664,beta,1750,0.95
133,0.927,0.6889 ,0.5200 ,0.2146,beta,1750,0.99
134,0.248,0.4355 ,0.5200 ,-0.1640,beta,200,0.1
135,0.4,0.4365 ,0.5200 ,-0.1838,beta,200,0.15
136,0.495,0.6091 ,0.5200 ,0.2420,beta,200,0.2
137,0.575,0.7653 ,0.5200 ,0.3128,beta,200,0.25
138,0.643,0.6030 ,0.5200 ,0.3648,beta,200,0.3
139,0.702,0.4131 ,0.5200 ,0.4766,beta,200,0.35
140,0.69,0.8751 ,0.5200 ,0.5668,beta,200,0.4
141,0.761,0.4681 ,0.5200 ,0.6474,beta,200,0.45
142,0.765,0.6054 ,0.5200 ,0.7238,beta,200,0.5
143,0.784,0.8748 ,0.5200 ,0.8242,beta,200,0.55
144,0.8,1.0702 ,0.5200 ,0.9301,beta,200,0.6
145,0.815,0.6184 ,0.5200 ,0.9751,beta,200,0.65
146,0.839,0.5098 ,0.5200 ,1.0601,beta,200,0.7
147,0.846,1.0146 ,0.5200 ,1.1645,beta,200,0.75
148,0.844,0.4949 ,0.5200 ,1.3129,beta,200,0.8
149,0.849,1.4625 ,0.5200 ,1.3366,beta,200,0.85
150,0.845,1.6358 ,0.5200 ,1.4191,beta,200,0.9
151,0.859,0.5889 ,0.5200 ,1.6044,beta,200,0.95
152,0.891,2.9331 ,0.5200 ,1.6166,beta,200,0.99
153,0.221,0.4922 ,0.5200 ,-0.0753,beta,2000,0.1
154,0.28,0.4448 ,0.5200 ,-0.0651,beta,2000,0.15
155,0.31,0.5390 ,0.5200 ,0.0626,beta,2000,0.2
156,0.346,0.5012 ,0.5200 ,0.0636,beta,2000,0.25
157,0.391,0.4422 ,0.5200 ,-0.0623,beta,2000,0.3
158,0.448,0.4601 ,0.5200 ,-0.0581,beta,2000,0.35
159,0.461,0.4999 ,0.5200 ,-0.0592,beta,2000,0.4
160,0.487,0.5486 ,0.5200 ,0.0624,beta,2000,0.45
161,0.519,0.4832 ,0.5200 ,0.0946,beta,2000,0.5
162,0.567,0.5447 ,0.5200 ,0.0938,beta,2000,0.55
163,0.606,0.5051 ,0.5200 ,0.0896,beta,2000,0.6
164,0.656,0.5367 ,0.5200 ,0.0655,beta,2000,0.65
165,0.676,0.6131 ,0.5200 ,0.0720,beta,2000,0.7
166,0.721,0.6423 ,0.5200 ,0.0835,beta,2000,0.75
167,0.751,0.6628 ,0.5200 ,0.1682,beta,2000,0.8
168,0.811,0.5672 ,0.5200 ,0.1722,beta,2000,0.85
169,0.859,0.5263 ,0.5200 ,0.1709,beta,2000,0.9
170,0.934,0.5652 ,0.5200 ,0.1382,beta,2000,0.95
171,0.952,0.6047 ,0.5200 ,0.2047,beta,2000,0.99
172,0.241,0.5598 ,0.5200 ,-0.0577,beta,2250,0.1
173,0.274,0.5130 ,0.5200 ,-0.0590,beta,2250,0.15
174,0.341,0.5255 ,0.5200 ,-0.0615,beta,2250,0.2
175,0.388,0.5086 ,0.5200 ,-0.0577,beta,2250,0.25
176,0.391,0.5005 ,0.5200 ,0.0639,beta,2250,0.3
177,0.453,0.5374 ,0.5200 ,0.0625,beta,2250,0.35
178,0.506,0.5097 ,0.5200 ,0.0652,beta,2250,0.4
179,0.54,0.4760 ,0.5200 ,-0.0557,beta,2250,0.45
180,0.583,0.4641 ,0.5200 ,0.0576,beta,2250,0.5
181,0.631,0.5071 ,0.5200 ,0.0625,beta,2250,0.55
182,0.64,0.5391 ,0.5200 ,0.0956,beta,2250,0.6
183,0.683,0.5060 ,0.5200 ,0.1014,beta,2250,0.65
184,0.708,0.5390 ,0.5200 ,0.0992,beta,2250,0.7
185,0.768,0.5235 ,0.5200 ,0.0679,beta,2250,0.75
186,0.794,0.4860 ,0.5200 ,0.0791,beta,2250,0.8
187,0.842,0.5842 ,0.5200 ,0.0970,beta,2250,0.85
188,0.872,0.6322 ,0.5200 ,0.1797,beta,2250,0.9
189,0.93,0.5190 ,0.5200 ,0.1085,beta,2250,0.95
190,0.97,0.5668 ,0.5200 ,0.1914,beta,2250,0.99
191,0.2,0.5017 ,0.5200 ,-0.1495,beta,250,0.1
192,0.264,0.5002 ,0.5200 ,-0.1437,beta,250,0.15
193,0.387,0.4380 ,0.5200 ,-0.1704,beta,250,0.2
194,0.475,0.4399 ,0.5200 ,0.1971,beta,250,0.25
195,0.567,0.4544 ,0.5200 ,0.2500,beta,250,0.3
196,0.585,0.8753 ,0.5200 ,0.2805,beta,250,0.35
197,0.618,0.7330 ,0.5200 ,0.3976,beta,250,0.4
198,0.653,0.6171 ,0.5200 ,0.4204,beta,250,0.45
199,0.689,0.8522 ,0.5200 ,0.4786,beta,250,0.5
200,0.707,0.4370 ,0.5200 ,0.5584,beta,250,0.55
201,0.761,0.9538 ,0.5200 ,0.5918,beta,250,0.6
202,0.754,0.6100 ,0.5200 ,0.6765,beta,250,0.65
203,0.785,0.6572 ,0.5200 ,0.7335,beta,250,0.7
204,0.782,0.7485 ,0.5200 ,0.8219,beta,250,0.75
205,0.794,0.6916 ,0.5200 ,0.7684,beta,250,0.8
206,0.823,0.4440 ,0.5200 ,0.9467,beta,250,0.85
207,0.828,1.0523 ,0.5200 ,0.9689,beta,250,0.9
208,0.84,0.7315 ,0.5200 ,1.0710,beta,250,0.95
209,0.828,1.4760 ,0.5200 ,1.0923,beta,250,0.99
210,0.179,0.5371 ,0.5200 ,-0.0648,beta,2500,0.1
211,0.223,0.4695 ,0.5200 ,-0.0543,beta,2500,0.15
212,0.247,0.5185 ,0.5200 ,-0.0537,beta,2500,0.2
213,0.301,0.5475 ,0.5200 ,-0.0580,beta,2500,0.25
214,0.346,0.5181 ,0.5200 ,-0.0525,beta,2500,0.3
215,0.402,0.4943 ,0.5200 ,-0.0547,beta,2500,0.35
216,0.399,0.5406 ,0.5200 ,0.0669,beta,2500,0.4
217,0.443,0.5356 ,0.5200 ,0.0682,beta,2500,0.45
218,0.51,0.5296 ,0.5200 ,0.0661,beta,2500,0.5
219,0.53,0.5521 ,0.5200 ,0.0543,beta,2500,0.55
220,0.577,0.5302 ,0.5200 ,0.0554,beta,2500,0.6
221,0.611,0.5823 ,0.5200 ,0.0630,beta,2500,0.65
222,0.619,0.5399 ,0.5200 ,0.1055,beta,2500,0.7
223,0.679,0.6363 ,0.5200 ,0.1035,beta,2500,0.75
224,0.736,0.5781 ,0.5200 ,0.1060,beta,2500,0.8
225,0.789,0.5352 ,0.5200 ,0.0805,beta,2500,0.85
226,0.811,0.5883 ,0.5200 ,0.1029,beta,2500,0.9
227,0.909,0.6497 ,0.5200 ,0.1895,beta,2500,0.95
228,0.966,0.5807 ,0.5200 ,0.1875,beta,2500,0.99
229,0.158,0.4031 ,0.5200 ,-0.1433,beta,300,0.1
230,0.216,0.3743 ,0.5200 ,-0.1377,beta,300,0.15
231,0.257,0.3869 ,0.5200 ,-0.1375,beta,300,0.2
232,0.379,0.5191 ,0.5200 ,0.1612,beta,300,0.25
233,0.462,0.5415 ,0.5200 ,0.1782,beta,300,0.3
234,0.488,0.5491 ,0.5200 ,0.2225,beta,300,0.35
235,0.569,0.8361 ,0.5200 ,0.2571,beta,300,0.4
236,0.591,0.5426 ,0.5200 ,0.3104,beta,300,0.45
237,0.607,0.8608 ,0.5200 ,0.3439,beta,300,0.5
238,0.667,0.4638 ,0.5200 ,0.4123,beta,300,0.55
